"","X","Group","Strain","Cage","ID","Genotype","Treatment","Strains","GroupName","StartCoil","PreCoil","PostCoil","StartPath","PrePath","PostPath","group","timepoint","file","AbsPath","RelPath","Age","AgeMinus9","amygdala","anterior_commissure_pars_anterior","anterior_commissure_pars_posterior","arbor_vita_of_cerebellum","basal_forebrain","bed_nucleus_of_stria_terminalis","cerebellar_cortex","cerebellar_peduncle_inferior","cerebellar_peduncle_middle","cerebellar_peduncle_superior","cerebral_aqueduct","cerebral_cortex_entorhinal_cortex","cerebral_cortex_frontal_lobe","cerebral_cortex_occipital_lobe","cerebral_cortex_parieto_temporal_lobe","cerebral_peduncle","colliculus_inferior","colliculus_superior","corpus_callosum","corticospinal_tract_pyramids","cuneate_nucleus","dentate_gyrus_of_hippocampus","facial_nerve_cranial_nerve_7","fasciculus_retroflexus","fimbria","fornix","fourth_ventricle","fundus_of_striatum","globus_pallidus","habenular_commissure","hippocampus","hypothalamus","inferior_olivary_complex","internal_capsule","interpedunclar_nucleus","lateral_olfactory_tract","lateral_septum","lateral_ventricle","mammillary_bodies","mammilothalamic_tract","medial_lemniscus_medial_longitudinal_fasciculus","medial_septum","medulla","midbrain","nucleus_accumbens","olfactory_bulbs","olfactory_tubercle","optic_tract","periaqueductal_grey","pons","pontine_nucleus","posterior_commissure","pre_para_subiculum","stratum_granulosum_of_hippocampus","stria_medullaris","stria_terminalis","striatum","subependymale_zone_rhinocele","superior_olivary_complex","thalamus","third_ventricle","ventral_tegmental_decussation","brainvolumes"
"49",49,11,"FMR1","276",442,"Wt","Pl","F","G11","3b","3b","3b","G11bStart.3.","G11bPre.3.","G11bPost.3.","11-FMR1-442","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bPre.3.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-442_processed/G11bPre.3.RegReady/stats-volumes/concat_of_G11bPre.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-442-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-442_processed/G11bPre.3.RegReady/stats-volumes/concat_of_G11bPre.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-442-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1,12.6590908209162,1.2431497039556,0.406355099116805,10.5519612062694,5.20132381618405,1.19439750770486,49.8154556536094,0.870499195811317,1.49102268014294,1.07313047720739,0.482953147892617,8.52502148541997,37.3896298606193,8.25336508988957,73.2740148254857,2.46954268212834,5.71486591405655,9.10028474347588,14.5176853940372,1.48053506658179,0.276405665330698,3.49739090982329,0.244628118568672,0.200375985672791,2.83228970324065,0.568283960336941,0.381471882047805,0.15125715153814,2.89468862862386,0.0482488199843008,19.6411444566947,10.0768888148039,0.349169554050805,2.88906069394761,0.260337107469797,1.0991472612618,2.48724143568989,2.89211449802234,0.493822381446465,0.273250784470535,2.62054195081372,1.09059787053239,27.4725137172196,14.3716949147251,3.8976947538355,22.5231490787269,3.73390713712435,1.63935272691703,4.02120388594749,17.8392652274994,0.821036311119403,0.192819517617225,2.27684715540654,0.845696395716678,0.595071889663004,1.03870940127478,19.7052962246354,0.0576900436880565,0.887536692704294,17.0421930457756,0.943376396620136,0.133869243545867,441.021565764638
"50",50,11,"FMR1","0",448,"Wt","Oxt","F","G11","4b","4b","4b","G11bStart.4.","G11bPre.4.","G11bPost.4.","11-FMR1-448","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bStart.4.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-448_processed/G11bStart.4.RegReady/stats-volumes/concat_of_G11bStart.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-448-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-448_processed/G11bStart.4.RegReady/stats-volumes/concat_of_G11bStart.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-448-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4,12.3525989616455,1.24622844019341,0.397451663575729,10.7310882714513,4.85659159016947,1.17975988890957,51.2279096528756,0.861299681540474,1.43798404891713,1.00063017962035,0.477907723854559,9.40549216844475,39.02007316511,8.7482037039435,76.4516481743673,2.37000513560303,5.61743427198318,9.3320469214536,15.3873288944538,1.39412157879818,0.296422589278979,3.5146143369878,0.24504286357845,0.21327157799966,2.84075535423264,0.561149197986083,0.41441639220219,0.152725107652339,2.95772301744277,0.053078812020192,19.5192690002198,9.95709392085518,0.320858197619319,2.85826388755318,0.251983915036845,1.03745990393926,2.59786689603325,2.83442969914479,0.484249231816034,0.272158423839177,2.52681406595329,1.01109111391381,27.4892614757626,13.7090826865168,3.81019386250251,23.1913574594082,3.40235630429051,1.59616370807318,4.16817111692288,17.3586445715787,0.743675994043738,0.20012915908534,2.43182802048471,0.818899740736242,0.592954366874247,1.0286755302457,20.1463120799504,0.0607657667154179,0.857733979402604,17.1641433232965,0.955311356752359,0.122236629495252,448.264438754353
"51",51,11,"FMR1","0",448,"Wt","Oxt","F","G11","4b","4b","4b","G11bStart.4.","G11bPre.4.","G11bPost.4.","11-FMR1-448","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bPre.4.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-448_processed/G11bPre.4.RegReady/stats-volumes/concat_of_G11bPre.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-448-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-448_processed/G11bPre.4.RegReady/stats-volumes/concat_of_G11bPre.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-448-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1,13.390372144187,1.3224963454917,0.427871305487984,10.6902623232503,5.18694035125133,1.25823623222119,50.5442339744705,0.878549452538543,1.53821299297607,0.963426432677481,0.4974409384189,8.87651459108337,39.196679917216,7.94636520525864,74.9875458442536,2.51544646894893,5.49565152727727,9.16140343344614,15.0174921100926,1.55362746241885,0.294348544823794,3.58610449858619,0.251955174454396,0.202137738015231,2.86534645804064,0.588109721558264,0.396180511872762,0.166632072479514,2.91159968832573,0.0543703949956756,20.0916126651936,10.0931865736223,0.352378810547806,2.83892219059043,0.28750785538052,1.11259880004727,2.70608849436585,2.90086432135481,0.502844936652496,0.269704402168681,2.71621330893854,1.09250944028247,28.581381975208,14.1230074268656,4.02466759858335,24.5981141712637,3.66207935815123,1.69123120405187,3.9545078542674,18.1064259015599,0.813616926174516,0.20002303382655,2.32219050174486,0.841816200312806,0.621682966784033,1.02290596450002,20.1918958224655,0.0634975421230767,0.933862347659454,17.1537120200247,0.965075954871004,0.138219865507442,451.739900291208
"52",52,11,"FMR1","0",449,"Mut","Pl","F","G11","5b","5b","2b","G11bStart.5.","G11bPre.5.","G11bPost.2.","11-FMR1-449","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bStart.5.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-449_processed/G11bStart.5.RegReady/stats-volumes/concat_of_G11bStart.5.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-449-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-449_processed/G11bStart.5.RegReady/stats-volumes/concat_of_G11bStart.5.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-449-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4,12.7446288950777,1.27482233924033,0.425526766060929,10.7942170579771,5.08585588920763,1.24688872914336,51.98669744219,0.889067193012567,1.43493215858033,0.983753230020413,0.507271156831664,9.84049272731277,40.2832968720288,9.27294968469586,80.6525475149584,2.32839135696421,5.76698540240955,9.57104441171051,16.1748382367914,1.38667886908107,0.31656529489813,3.69146112865982,0.253345316713887,0.200647765739687,2.98707022207716,0.588836358495645,0.404821441511706,0.161901612777674,2.97156550937209,0.0547357235965512,20.4279332134039,9.99197037217911,0.311289005510728,3.08230694463454,0.258650278651108,1.07540306692729,2.77713707414309,3.02243484393319,0.516462530908101,0.256729927655358,2.59314647526053,1.10969262817671,28.2727202112809,14.1214546963315,3.97214376648718,23.4482953125489,3.63521741706286,1.67252484492421,4.21252805129811,16.7493246844885,0.729144234038207,0.202536332486569,2.53004839288822,0.873091222008215,0.607693730423701,1.11993253206769,20.7229603065751,0.0584221555709978,0.765832105836706,17.3636449718939,0.968367172618384,0.124318663797683,461.855193473148
"53",53,11,"FMR1","0",449,"Mut","Pl","F","G11","5b","5b","2b","G11bStart.5.","G11bPre.5.","G11bPost.2.","11-FMR1-449","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bPre.5.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-449_processed/G11bPre.5.RegReady/stats-volumes/concat_of_G11bPre.5.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-449-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-449_processed/G11bPre.5.RegReady/stats-volumes/concat_of_G11bPre.5.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-449-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1,13.8002084731438,1.32407290178932,0.436080144317038,10.8273541245541,5.3177031711773,1.24148916304489,51.3708001034095,0.857951654593468,1.61958786232566,0.953101753750649,0.457785609395533,9.27721309728723,40.379012158846,8.15015288531444,80.1067855325746,2.54065422900659,5.46928826575478,9.09743711843423,15.5367470646025,1.61553284625817,0.272231360660626,3.59037126705347,0.25132203381066,0.210046903776659,2.89044454265984,0.59158367822197,0.34491613276302,0.168970978544102,2.91464798461883,0.0507622313925363,20.3978317251271,10.430221392694,0.368279888881794,2.85809952291169,0.298787542503726,1.1219967162902,2.73429530411043,2.92959929597673,0.52727524893001,0.282440026183014,2.73342659304688,1.11302198057474,27.7569568796182,14.2617640705412,4.11140655715202,25.167547126988,3.83418002689952,1.71541270035115,3.83784783541388,18.5821979970322,0.867933087237497,0.190106703491555,2.33155617699352,0.839374669838216,0.614220003426061,1.02734738553114,20.6325898149385,0.0631889685871304,0.954116330972422,17.7726947314501,0.976159180424932,0.15319570014258,463.149326457342
"54",54,11,"FMR1","0",450,"Wt","Oxt","F","G11","6b","6b","6b","G11bStart.6.","G11bPre.6.","G11bPost.6.","11-FMR1-450","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bStart.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-450_processed/G11bStart.6.RegReady/stats-volumes/concat_of_G11bStart.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-450-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-450_processed/G11bStart.6.RegReady/stats-volumes/concat_of_G11bStart.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-450-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4,12.6876657897649,1.2861533800503,0.41790691610954,10.5491957882793,5.0779452415768,1.24593388272645,50.107099267213,0.855330434165575,1.39724160866772,1.00224706147227,0.498051518899231,9.52740983815569,40.0997037531752,8.5958813991242,77.5212008790856,2.36579215270815,5.71857974799599,9.30439043136916,15.2991719268086,1.36228185245471,0.301560937380271,3.4858983348064,0.245503992393458,0.193892334436074,2.83720719933418,0.58655602598424,0.416235827821827,0.156043457693995,2.82988709606403,0.053574245724253,19.5619435746611,10.0093591040593,0.320454415641178,2.89987106740452,0.243016886308973,1.05374402322359,2.6422811804893,2.91502778295877,0.531068252703633,0.270753157976318,2.52843929943187,1.05614746057198,26.9543947801906,13.9641123732857,3.92390424189663,22.4391747315776,3.67634469392508,1.66632294852305,4.1561590853381,16.8237770428799,0.727381038877309,0.200210756410142,2.43872495351511,0.829989712603355,0.621569897922398,1.04597353114866,20.3401960294437,0.0613046173148809,0.788236276312589,17.0531740657591,0.959669115981532,0.129553116068847,448.857821535846
"55",55,11,"FMR1","0",450,"Wt","Oxt","F","G11","6b","6b","6b","G11bStart.6.","G11bPre.6.","G11bPost.6.","11-FMR1-450","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bPre.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-450_processed/G11bPre.6.RegReady/stats-volumes/concat_of_G11bPre.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-450-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-450_processed/G11bPre.6.RegReady/stats-volumes/concat_of_G11bPre.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-450-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1,13.5308975451097,1.34164348219125,0.431550144206079,10.7129492275172,5.41295274168782,1.23979638629944,49.6281300065313,0.836191759992394,1.52112819838987,0.976483542432429,0.483417001529629,8.37322090195649,40.9253486935958,7.31359922208679,76.315778737225,2.47972688257195,5.61862812409061,9.32326395400778,15.0569666573348,1.60434289887732,0.282791961101908,3.44961727353637,0.250048418022,0.199278484245099,2.82545812836558,0.587613617275105,0.377317637849362,0.177959594657701,2.94786056380105,0.0529474769116109,19.8578962192821,10.2174645682497,0.358731312004027,2.87469305997206,0.283382288993898,1.16053881254079,2.77426390665444,2.88910636178454,0.510224403589036,0.28091046484485,2.66660254999415,1.12107193441938,27.8139269081578,14.2835579213809,4.21444529014493,24.2927186021403,3.92568029080699,1.69033309956383,4.0829941714039,18.1991869405131,0.845702131213202,0.203548760946596,2.31061328945485,0.82801138558843,0.610408243148692,1.02028971008999,20.9361138015235,0.064129779170737,0.933976613818363,17.2415215192979,0.966766006565418,0.141008399815291,453.876728010473
"56",56,11,"FMR1","0",451,"Wt","Pl","F","G11","7b","7b","7b","G11bStart.7.","G11bPre.7.","G11bPost.7.","11-FMR1-451","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bStart.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-451_processed/G11bStart.7.RegReady/stats-volumes/concat_of_G11bStart.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-451-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-451_processed/G11bStart.7.RegReady/stats-volumes/concat_of_G11bStart.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-451-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4,12.9807203736154,1.29000207047646,0.424272317761594,10.9890068752335,5.20283742516934,1.20390821616279,52.2973313579925,0.894640574027867,1.42421058099287,0.94332194091135,0.45471907112744,9.56417411680867,40.0361152243367,8.74165061218788,78.5144183293685,2.3657622874099,5.86029885807076,9.40696460177247,15.4216908454094,1.43627617596235,0.306211033375843,3.55275992892418,0.243524852549494,0.191532635647416,2.78200416948494,0.560106918410295,0.40568366772137,0.165265075813437,2.9075660854348,0.0527827304183255,19.7710667434068,10.1354858535259,0.354673185583103,2.89269231300162,0.24227126389369,1.0916706666757,2.56042133739732,2.86744038616647,0.531514394198072,0.276204490379492,2.53979060004833,1.06519310465231,27.8136773806025,13.6662632305302,4.07148457610683,23.4943760502814,3.81697430979786,1.65746383994064,4.02197174315553,17.0117753090352,0.759840781820972,0.186457052778563,2.35251090543852,0.856338530419885,0.576856211558647,1.04695967040953,20.5638026359804,0.0621384457350417,0.832751715583699,17.1804215216331,0.943428312890759,0.123563891221123,455.987239406427
"57",57,11,"FMR1","0",451,"Wt","Pl","F","G11","7b","7b","7b","G11bStart.7.","G11bPre.7.","G11bPost.7.","11-FMR1-451","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G11bPre.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-451_processed/G11bPre.7.RegReady/stats-volumes/concat_of_G11bPre.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-451-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/11-FMR1-451_processed/G11bPre.7.RegReady/stats-volumes/concat_of_G11bPre.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_11-FMR1-451-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1,13.8570678452955,1.30830131036963,0.437037062609339,10.9877934968856,5.45228167111202,1.25012444379559,51.9286537639698,0.893899342288075,1.63772784129274,1.01404502841268,0.501170387647553,8.99470666698928,40.5745908755178,7.48896405348515,77.2370532057985,2.5917248190152,5.53560775371438,9.6185471367851,15.3127614376754,1.64296284274903,0.289699252928783,3.5262173452471,0.267464786174992,0.207805605891027,2.82792093505663,0.584825772853164,0.400662924709306,0.177652938764565,2.98080611207342,0.0534337189216503,20.3096402059933,10.408294687054,0.347159675319081,2.89335268242298,0.270005435535424,1.14337094252578,2.6840356590962,2.91730773689385,0.532979723502094,0.271250550382292,2.75325615204168,1.09935372359371,28.6522379235409,14.8025955499303,4.21503656283283,24.6738147121211,4.04991277220532,1.71805957277173,4.15834301686583,18.8268603945049,0.869650395613657,0.207013944192718,2.2891151627419,0.839958613818593,0.603613842227664,1.02509635874303,20.7423259164965,0.0643884940171658,0.957970280228696,17.2542086943973,0.946224491905956,0.141436815623887,462.249381067169
"58",58,12,"FMR1","202",470,"Mut","Oxt","F","G12","1a","1a","1a","G12aStart.1.","G12aPre.1.","G12aPost.1.","12-FMR1-470","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G12aStart.1.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/12-FMR1-470_processed/G12aStart.1.RegReady/stats-volumes/concat_of_G12aStart.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_12-FMR1-470-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/12-FMR1-470_processed/G12aStart.1.RegReady/stats-volumes/concat_of_G12aStart.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_12-FMR1-470-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4,12.9736545638298,1.24185437378882,0.415414360388791,10.2315334363397,5.18605900179126,1.16874036527852,48.3870916469895,0.824469714772307,1.49117864532059,0.915257563166814,0.462367867218804,8.96413861218951,41.1410477865326,8.04376645386862,78.3669643694159,2.43627257655046,5.4533820535232,9.20859718159457,15.2532556845791,1.54967575591836,0.285228614103911,3.54616660239385,0.23765145062231,0.20785704870988,2.77272122766943,0.568230916107864,0.407267574572504,0.16772053476399,2.87490452356889,0.0544904384098518,19.9219519810378,9.95675788788137,0.346642605256517,2.80162880120811,0.276069316253729,1.085069929405,2.58397283234973,2.82123862834265,0.506536879080615,0.272827310750445,2.64119397935934,1.10353568796007,26.7640942254451,13.9414881669605,3.93379843017193,23.1806717855954,3.84855341915401,1.63831933410155,4.00329720467485,17.3658213615534,0.816420611987153,0.199806227967042,2.41722937198658,0.832215051715796,0.609832285603935,0.980658997872318,20.602687373232,0.0613898862328591,0.886349381370129,17.2962588601237,0.951921301548981,0.13821271199616,449.623412772158
"59",59,12,"FMR1","202",470,"Mut","Oxt","F","G12","1a","1a","1a","G12aStart.1.","G12aPre.1.","G12aPost.1.","12-FMR1-470","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G12aPre.1.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/12-FMR1-470_processed/G12aPre.1.RegReady/stats-volumes/concat_of_G12aPre.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_12-FMR1-470-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/12-FMR1-470_processed/G12aPre.1.RegReady/stats-volumes/concat_of_G12aPre.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_12-FMR1-470-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1,12.9427114438276,1.24671984543472,0.406314307945416,10.5549817396278,5.1590385230681,1.18402963351348,49.6732377609944,0.844589751892657,1.4841759016124,0.980489516193938,0.486633949736102,8.90198146583936,38.2954079060929,7.75530659280493,75.3875954617704,2.38125689669234,5.65804353423261,9.1523668715856,14.6895673452382,1.50228586256307,0.277570067880183,3.43462495922818,0.247648559707234,0.197001033120324,2.78419260135272,0.563473297044483,0.397943254906121,0.158326876188421,2.86798522580875,0.054071196061678,19.6087940256609,9.72791158366515,0.348554074133806,2.83329905925551,0.272618867213571,1.08056472322312,2.63016940375253,2.80430498559737,0.502800069715216,0.257074254353116,2.64646317683762,1.10014286989815,27.9906337916398,13.7943137043977,3.84288958907862,24.0761178386198,3.7513779182251,1.62277364304498,3.94617964714594,17.7550890062698,0.775034011283542,0.19429172446859,2.32314932290114,0.803312541505268,0.601146619937236,1.0038151224099,20.0955939943033,0.0606217092679159,0.86341484626271,16.7181042206705,0.933489142984457,0.131534171252493,444.765151040939
"60",60,12,"FMR1","202",470,"Mut","Oxt","F","G12","1a","1a","1a","G12aStart.1.","G12aPre.1.","G12aPost.1.","12-FMR1-470","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G12aPost.1.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/12-FMR1-470_processed/G12aPost.1.RegReady/stats-volumes/concat_of_G12aPost.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_12-FMR1-470-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/12-FMR1-470_processed/G12aPost.1.RegReady/stats-volumes/concat_of_G12aPost.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_12-FMR1-470-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0,12.4724858985445,1.23054563136901,0.400278125206121,10.3493910812715,5.03315688901773,1.16305989590977,48.771175016428,0.901598945039255,1.447054367907,0.978277308493963,0.481753898726504,9.05559419503033,35.9707031340849,8.04884076475418,72.1203679446155,2.39053156153531,5.57093013343444,8.78262078735519,14.1263353194732,1.51350704748374,0.294145023335428,3.49641424011615,0.232362556938542,0.19291855654575,2.74362581168376,0.542327947934127,0.406270830648452,0.152999215044238,2.87072737056048,0.0537533122023062,19.3014758940365,9.80967578231039,0.356782966974958,2.84024371372769,0.276591251629869,1.08718842065179,2.55112328700069,2.77519105243128,0.508932901585672,0.255781301825285,2.58523978500011,1.0878393923527,27.6074124717453,13.6741398609355,3.7787938775977,23.5524789756436,3.72448365114308,1.63814400386047,3.83936306796069,17.2627338533354,0.767721183476936,0.182979872870643,2.19155314516125,0.814730330235582,0.587906307722594,0.990520899999473,19.1316459599008,0.059138537900833,0.868382010582516,16.3622499582388,0.92484973887421,0.140371914252396,433.329418181654
