"","Group","Strain","Cage","ID","Genotype","Treatment","Strains","GroupName","StartCoil","PreCoil","PostCoil","StartPath","PrePath","PostPath","group","timepoint","file","AbsPath","RelPath","Age","AgeMinus9"
"205",16,"SH3",NA,1108,"Wt","Oxt","S","G16","5a","5a","5a","G16aStart.5.","G16aPre.5.","G16aPost.5.","16-SH3-1108","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aPost.5.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1108_processed/G16aPost.5.RegReady/stats-volumes/concat_of_G16aPost.5.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1108-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1108_processed/G16aPost.5.RegReady/stats-volumes/concat_of_G16aPost.5.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1108-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"206",16,"SH3",NA,1109,"Mut","Pl","S","G16","6a","6a","6a","G16aStart.6.","G16aPre.6.","G16aPost.6.","16-SH3-1109","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aStart.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1109_processed/G16aStart.6.RegReady/stats-volumes/concat_of_G16aStart.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1109-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1109_processed/G16aStart.6.RegReady/stats-volumes/concat_of_G16aStart.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1109-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"207",16,"SH3",NA,1109,"Mut","Pl","S","G16","6a","6a","6a","G16aStart.6.","G16aPre.6.","G16aPost.6.","16-SH3-1109","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aPre.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1109_processed/G16aPre.6.RegReady/stats-volumes/concat_of_G16aPre.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1109-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1109_processed/G16aPre.6.RegReady/stats-volumes/concat_of_G16aPre.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1109-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"208",16,"SH3",NA,1109,"Mut","Pl","S","G16","6a","6a","6a","G16aStart.6.","G16aPre.6.","G16aPost.6.","16-SH3-1109","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aPost.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1109_processed/G16aPost.6.RegReady/stats-volumes/concat_of_G16aPost.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1109-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1109_processed/G16aPost.6.RegReady/stats-volumes/concat_of_G16aPost.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1109-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"209",16,"SH3",NA,1114,"Mut","Pl","S","G16","7a","7a","7a","G16aStart.7.","G16aPre.7.","G16aPost.7.","16-SH3-1114","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aStart.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1114_processed/G16aStart.7.RegReady/stats-volumes/concat_of_G16aStart.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1114-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1114_processed/G16aStart.7.RegReady/stats-volumes/concat_of_G16aStart.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1114-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"210",16,"SH3",NA,1114,"Mut","Pl","S","G16","7a","7a","7a","G16aStart.7.","G16aPre.7.","G16aPost.7.","16-SH3-1114","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aPre.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1114_processed/G16aPre.7.RegReady/stats-volumes/concat_of_G16aPre.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1114-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1114_processed/G16aPre.7.RegReady/stats-volumes/concat_of_G16aPre.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1114-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"211",16,"SH3",NA,1114,"Mut","Pl","S","G16","7a","7a","7a","G16aStart.7.","G16aPre.7.","G16aPost.7.","16-SH3-1114","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16aPost.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1114_processed/G16aPost.7.RegReady/stats-volumes/concat_of_G16aPost.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1114-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1114_processed/G16aPost.7.RegReady/stats-volumes/concat_of_G16aPost.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1114-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"212",16,"SH3",NA,1115,"Mut","Oxt","S","G16","1b","1b","1b","G16bStart.1.","G16bPre.1.","G16bPost.1.","16-SH3-1115","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bStart.1.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1115_processed/G16bStart.1.RegReady/stats-volumes/concat_of_G16bStart.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1115-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1115_processed/G16bStart.1.RegReady/stats-volumes/concat_of_G16bStart.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1115-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"213",16,"SH3",NA,1115,"Mut","Oxt","S","G16","1b","1b","1b","G16bStart.1.","G16bPre.1.","G16bPost.1.","16-SH3-1115","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPre.1.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1115_processed/G16bPre.1.RegReady/stats-volumes/concat_of_G16bPre.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1115-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1115_processed/G16bPre.1.RegReady/stats-volumes/concat_of_G16bPre.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1115-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"214",16,"SH3",NA,1115,"Mut","Oxt","S","G16","1b","1b","1b","G16bStart.1.","G16bPre.1.","G16bPost.1.","16-SH3-1115","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPost.1.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1115_processed/G16bPost.1.RegReady/stats-volumes/concat_of_G16bPost.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1115-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1115_processed/G16bPost.1.RegReady/stats-volumes/concat_of_G16bPost.1.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1115-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"215",16,"SH3",NA,1129,"Mut","Pl","S","G16","2b","2b","2b","G16bStart.2.","G16bPre.2.","G16bPost.2.","16-SH3-1129","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bStart.2.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1129_processed/G16bStart.2.RegReady/stats-volumes/concat_of_G16bStart.2.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1129-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1129_processed/G16bStart.2.RegReady/stats-volumes/concat_of_G16bStart.2.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1129-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"216",16,"SH3",NA,1129,"Mut","Pl","S","G16","2b","2b","2b","G16bStart.2.","G16bPre.2.","G16bPost.2.","16-SH3-1129","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPre.2.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1129_processed/G16bPre.2.RegReady/stats-volumes/concat_of_G16bPre.2.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1129-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1129_processed/G16bPre.2.RegReady/stats-volumes/concat_of_G16bPre.2.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1129-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"217",16,"SH3",NA,1129,"Mut","Pl","S","G16","2b","2b","2b","G16bStart.2.","G16bPre.2.","G16bPost.2.","16-SH3-1129","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPost.2.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1129_processed/G16bPost.2.RegReady/stats-volumes/concat_of_G16bPost.2.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1129-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1129_processed/G16bPost.2.RegReady/stats-volumes/concat_of_G16bPost.2.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1129-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"218",16,"SH3",NA,1130,"Wt","Oxt","S","G16","3b","3b","3b","G16bStart.3.","G16bPre.3.","G16bPost.3.","16-SH3-1130","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bStart.3.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1130_processed/G16bStart.3.RegReady/stats-volumes/concat_of_G16bStart.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1130-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1130_processed/G16bStart.3.RegReady/stats-volumes/concat_of_G16bStart.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1130-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"219",16,"SH3",NA,1130,"Wt","Oxt","S","G16","3b","3b","3b","G16bStart.3.","G16bPre.3.","G16bPost.3.","16-SH3-1130","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPre.3.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1130_processed/G16bPre.3.RegReady/stats-volumes/concat_of_G16bPre.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1130-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1130_processed/G16bPre.3.RegReady/stats-volumes/concat_of_G16bPre.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1130-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"220",16,"SH3",NA,1130,"Wt","Oxt","S","G16","3b","3b","3b","G16bStart.3.","G16bPre.3.","G16bPost.3.","16-SH3-1130","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPost.3.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1130_processed/G16bPost.3.RegReady/stats-volumes/concat_of_G16bPost.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1130-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1130_processed/G16bPost.3.RegReady/stats-volumes/concat_of_G16bPost.3.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1130-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"221",16,"SH3",NA,1140,"Wt","Pl","S","G16","4b","4b","4b","G16bStart.4.","G16bPre.4.","G16bPost.4.","16-SH3-1140","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bStart.4.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1140_processed/G16bStart.4.RegReady/stats-volumes/concat_of_G16bStart.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1140-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1140_processed/G16bStart.4.RegReady/stats-volumes/concat_of_G16bStart.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1140-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"222",16,"SH3",NA,1140,"Wt","Pl","S","G16","4b","4b","4b","G16bStart.4.","G16bPre.4.","G16bPost.4.","16-SH3-1140","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPre.4.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1140_processed/G16bPre.4.RegReady/stats-volumes/concat_of_G16bPre.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1140-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1140_processed/G16bPre.4.RegReady/stats-volumes/concat_of_G16bPre.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1140-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"223",16,"SH3",NA,1140,"Wt","Pl","S","G16","4b","4b","4b","G16bStart.4.","G16bPre.4.","G16bPost.4.","16-SH3-1140","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPost.4.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1140_processed/G16bPost.4.RegReady/stats-volumes/concat_of_G16bPost.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1140-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1140_processed/G16bPost.4.RegReady/stats-volumes/concat_of_G16bPost.4.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1140-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"224",16,"SH3",NA,1143,"Wt","Oxt","S","G16","6b","6b","6b","G16bStart.6.","G16bPre.6.","G16bPost.6.","16-SH3-1143","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bStart.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1143_processed/G16bStart.6.RegReady/stats-volumes/concat_of_G16bStart.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1143-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1143_processed/G16bStart.6.RegReady/stats-volumes/concat_of_G16bStart.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1143-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"225",16,"SH3",NA,1143,"Wt","Oxt","S","G16","6b","6b","6b","G16bStart.6.","G16bPre.6.","G16bPost.6.","16-SH3-1143","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPre.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1143_processed/G16bPre.6.RegReady/stats-volumes/concat_of_G16bPre.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1143-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1143_processed/G16bPre.6.RegReady/stats-volumes/concat_of_G16bPre.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1143-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
"226",16,"SH3",NA,1143,"Wt","Oxt","S","G16","6b","6b","6b","G16bStart.6.","G16bPre.6.","G16bPost.6.","16-SH3-1143","PostFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPost.6.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1143_processed/G16bPost.6.RegReady/stats-volumes/concat_of_G16bPost.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1143-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1143_processed/G16bPost.6.RegReady/stats-volumes/concat_of_G16bPost.6.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1143-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",9,0
"227",16,"SH3",NA,1144,"Mut","Pl","S","G16","7b","7b","7b","G16bStart.7.","G16bPre.7.","G16bPost.7.","16-SH3-1144","StartFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bStart.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1144_processed/G16bStart.7.RegReady/stats-volumes/concat_of_G16bStart.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1144-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1144_processed/G16bStart.7.RegReady/stats-volumes/concat_of_G16bStart.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1144-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",5,-4
"228",16,"SH3",NA,1144,"Mut","Pl","S","G16","7b","7b","7b","G16bStart.7.","G16bPre.7.","G16bPost.7.","16-SH3-1144","PreFullPath","/hpf/largeprojects/MICe/zsu/CCP_Raw/InVivo/Edited/RegReady/G16bPre.7.RegReady.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1144_processed/G16bPre.7.RegReady/stats-volumes/concat_of_G16bPre.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1144-nlin-3_lsq12_and_nlin_inverted_displ_log_det_abs_fwhm0.2.mnc","/hpf/largeprojects/MICe/zsu/CCP_Registrations/InVivo/Oct2016_2/TwoLevelReg_CCPOxy_Oct2016_2_first_level/16-SH3-1144_processed/G16bPre.7.RegReady/stats-volumes/concat_of_G16bPre.7.RegReady_N_I_lsq6_lsq12_and_nlin_and_concat_of_identity_xfm_and_16-SH3-1144-nlin-3_lsq12_and_nlin__concat_inverted_linear_part_displ_log_det_rel_fwhm0.2.mnc",8,1
